ts,f_uid,bb_uid,DE3,cce_uid,DE7,DE0,DE1,DY0,MN0,VO1,VO2,VO3,W0,PP0,MN2,MN3,CO0,AL,AA
1588702745,14D-1179,,,CCE-id-1234,-50.14,-46.35,-65.63,879,1,266.7,195.0,20.9,9372.5,254.0,4,2,84,10817441,88637056
1588703445,14D-1179,bbid-2056x,13.48,,,,,,,,,,,,,,,,
1588703345,14D-1179,,,CCE-id-1234,-50.92,88.6,65.82,572,1,300.9,848.3,60.2,1819.3,65.8,6,4,53,64290963,23468970
1588704045,14D-1179,bbid-2056x,65.72,,,,,,,,,,,,,,,,
1588703945,14D-1179,,,CCE-id-1234,-6.91,-14.57,-17.6,129,8,198.5,223.1,61.4,4001.7,47.1,0,6,12,70049172,29864498
1588704645,14D-1179,bbid-2056x,45.53,,,,,,,,,,,,,,,,
1588704545,14D-1179,,,CCE-id-1234,65.87,-13.14,-28.0,126,1,387.2,565.3,68.2,8941.4,249.8,6,1,123,51472972,95241739
1588705245,14D-1179,bbid-2056x,3.65,,,,,,,,,,,,,,,,
1588705145,14D-1179,,,CCE-id-1234,92.6,1.83,15.3,294,7,306.3,786.7,32.7,9592.7,99.5,1,8,246,46534493,58406907
1588705845,14D-1179,bbid-2056x,49.54,,,,,,,,,,,,,,,,
1588705745,14D-1179,,,CCE-id-1234,-33.6,0.1,72.63,603,7,288.1,673.4,92.8,8846.6,297.7,3,9,49,39507561,51624543
1588706445,14D-1179,bbid-2056x,-14.37,,,,,,,,,,,,,,,,
1588706345,14D-1179,,,CCE-id-1234,-60.13,-99.9,-70.38,278,10,71.6,40.8,39.6,6411.0,203.9,5,1,186,99209189,75753717
1588707045,14D-1179,bbid-2056x,35.5,,,,,,,,,,,,,,,,
1588706945,14D-1179,,,CCE-id-1234,-16.34,-37.54,-20.19,704,4,171.7,616.3,71.4,8466.3,210.1,0,9,49,53509420,72532981
1588707645,14D-1179,bbid-2056x,20.6,,,,,,,,,,,,,,,,
1588707545,14D-1179,,,CCE-id-1234,95.34,87.23,4.89,270,2,299.7,309.1,82.3,691.8,277.5,4,4,126,88026756,35149342
1588708245,14D-1179,bbid-2056x,-20.95,,,,,,,,,,,,,,,,
1588708145,14D-1179,,,CCE-id-1234,-94.21,51.25,-77.7,540,4,153.5,379.7,97.3,3410.9,179.0,0,7,139,17192349,64403402
1588708845,14D-1179,bbid-2056x,60.23,,,,,,,,,,,,,,,,
1588708745,14D-1179,,,CCE-id-1234,86.14,78.17,-27.76,721,6,540.4,842.7,31.8,9824.4,228.8,9,2,19,97429880,31145709
1588709445,14D-1179,bbid-2056x,-32.31,,,,,,,,,,,,,,,,
1588709345,14D-1179,,,CCE-id-1234,-39.34,-23.78,-14.37,525,1,278.6,410.3,25.0,5874.5,238.9,6,6,93,12980606,17582830
1588710045,14D-1179,bbid-2056x,56.1,,,,,,,,,,,,,,,,
1588709945,14D-1179,,,CCE-id-1234,-27.24,95.12,-33.5,905,4,440.2,83.4,49.1,8647.2,223.7,6,1,161,91116793,40726991
1588710645,14D-1179,bbid-2056x,-30.72,,,,,,,,,,,,,,,,
1588710545,14D-1179,,,CCE-id-1234,-49.63,78.57,-69.26,412,1,29.9,642.7,56.3,2040.1,282.2,10,0,58,55609621,40078950
1588711245,14D-1179,bbid-2056x,35.93,,,,,,,,,,,,,,,,
1588711145,14D-1179,,,CCE-id-1234,10.31,-27.5,94.35,453,0,544.7,77.7,39.6,9531.1,119.3,5,0,109,69637443,62607146
1588711845,14D-1179,bbid-2056x,-34.94,,,,,,,,,,,,,,,,
1588711745,14D-1179,,,CCE-id-1234,86.83,-83.98,47.87,645,2,82.4,760.7,63.6,8375.8,237.6,6,5,220,10393039,19734463
1588712445,14D-1179,bbid-2056x,-3.63,,,,,,,,,,,,,,,,
1588712345,14D-1179,,,CCE-id-1234,56.96,-76.73,-53.72,622,9,12.1,480.1,21.3,1352.6,249.3,4,4,139,11779860,54848579
1588713045,14D-1179,bbid-2056x,-30.82,,,,,,,,,,,,,,,,
1588712945,14D-1179,,,CCE-id-1234,97.81,51.72,95.73,949,10,278.2,116.5,34.0,9069.8,226.8,0,5,125,62553747,43488743
1588713645,14D-1179,bbid-2056x,2.26,,,,,,,,,,,,,,,,
1588713545,14D-1179,,,CCE-id-1234,-9.69,-13.68,-34.88,706,9,205.9,425.6,86.5,2326.2,237.2,1,3,63,62724918,54134924
1588714245,14D-1179,bbid-2056x,14.78,,,,,,,,,,,,,,,,
1588714145,14D-1179,,,CCE-id-1234,-36.44,45.66,-9.44,293,2,382.0,412.1,22.4,7468.9,48.4,4,6,218,47674308,15758367
1588714845,14D-1179,bbid-2056x,-93.4,,,,,,,,,,,,,,,,
1588714745,14D-1179,,,CCE-id-1234,-86.4,62.13,-43.58,286,0,476.6,747.9,90.6,860.5,296.3,4,2,92,37773921,26392164
1588715445,14D-1179,bbid-2056x,25.51,,,,,,,,,,,,,,,,
1588715345,14D-1179,,,CCE-id-1234,63.13,-12.57,-51.63,590,5,245.9,757.0,69.9,3090.1,248.9,9,9,92,69338458,28705003
1588716045,14D-1179,bbid-2056x,11.19,,,,,,,,,,,,,,,,
1588715945,14D-1179,,,CCE-id-1234,26.98,-41.62,-90.83,673,10,145.9,568.2,87.7,1448.8,44.9,4,9,220,35260976,97699804
1588716645,14D-1179,bbid-2056x,-84.54,,,,,,,,,,,,,,,,
1588716545,14D-1179,,,CCE-id-1234,-94.71,40.31,-51.26,728,6,305.9,116.4,3.6,8817.0,133.7,9,2,15,57782708,43396053
1588717245,14D-1179,bbid-2056x,-90.5,,,,,,,,,,,,,,,,
1588717145,14D-1179,,,CCE-id-1234,6.91,5.2,37.37,319,1,163.3,513.8,85.8,2905.8,103.6,9,8,83,43736473,34325587
1588717845,14D-1179,bbid-2056x,49.39,,,,,,,,,,,,,,,,
1588717745,14D-1179,,,CCE-id-1234,5.52,54.9,21.34,622,5,273.3,891.8,92.8,1188.9,76.8,8,8,171,19920156,62894418
1588718445,14D-1179,bbid-2056x,19.1,,,,,,,,,,,,,,,,
1588718345,14D-1179,,,CCE-id-1234,-65.8,-42.0,34.12,212,10,410.7,956.2,58.1,1586.7,170.1,8,6,95,34651707,23610629
1588719045,14D-1179,bbid-2056x,39.29,,,,,,,,,,,,,,,,
1588718945,14D-1179,,,CCE-id-1234,-99.42,-58.26,40.48,547,8,184.4,574.5,81.2,3649.0,85.9,3,4,150,97953983,34730635
1588719645,14D-1179,bbid-2056x,-33.79,,,,,,,,,,,,,,,,
1588719545,14D-1179,,,CCE-id-1234,66.31,-75.73,-0.5,262,9,79.7,73.4,20.0,2059.7,67.9,10,8,10,22096482,45592796
1588720245,14D-1179,bbid-2056x,-52.29,,,,,,,,,,,,,,,,
1588720145,14D-1179,,,CCE-id-1234,43.68,74.15,26.37,180,2,405.4,937.6,27.8,9758.9,248.1,3,10,118,34911771,88921739
1588720845,14D-1179,bbid-2056x,-36.28,,,,,,,,,,,,,,,,
1588720745,14D-1179,,,CCE-id-1234,-95.38,-54.96,13.26,551,3,528.1,914.2,90.2,8474.9,92.7,7,4,198,34890501,50706846
1588721445,14D-1179,bbid-2056x,77.3,,,,,,,,,,,,,,,,
1588721345,14D-1179,,,CCE-id-1234,-3.61,25.6,59.46,474,5,142.3,617.9,55.5,7871.2,46.6,6,6,127,53781810,14340859
1588722045,14D-1179,bbid-2056x,-19.6,,,,,,,,,,,,,,,,
1588721945,14D-1179,,,CCE-id-1234,-39.2,-96.37,61.3,580,3,437.4,385.7,93.3,2903.5,265.3,5,10,149,78675780,37946640
1588722645,14D-1179,bbid-2056x,-56.33,,,,,,,,,,,,,,,,
1588722545,14D-1179,,,CCE-id-1234,-20.1,70.55,74.73,225,0,116.5,520.1,5.8,9844.5,222.8,7,0,125,14648575,24085925
1588723245,14D-1179,bbid-2056x,23.27,,,,,,,,,,,,,,,,
1588723145,14D-1179,,,CCE-id-1234,-41.5,-66.16,0.62,196,0,562.9,504.9,4.9,4872.2,202.6,6,8,112,85717264,90690805
1588723845,14D-1179,bbid-2056x,-20.5,,,,,,,,,,,,,,,,
1588723745,14D-1179,,,CCE-id-1234,-79.72,40.92,-94.53,664,0,412.2,483.4,40.5,4646.9,14.5,3,2,116,35970779,62558576
1588724445,14D-1179,bbid-2056x,-6.61,,,,,,,,,,,,,,,,
1588724345,14D-1179,,,CCE-id-1234,-24.14,-17.3,-92.2,555,1,187.7,95.4,27.5,8304.1,37.6,1,7,232,46307236,64841007
1588725045,14D-1179,bbid-2056x,11.54,,,,,,,,,,,,,,,,
1588724945,14D-1179,,,CCE-id-1234,75.21,-13.71,79.9,795,1,325.9,232.5,77.5,1715.4,32.7,3,10,196,67897499,32679874
1588725645,14D-1179,bbid-2056x,19.51,,,,,,,,,,,,,,,,
1588725545,14D-1179,,,CCE-id-1234,1.27,-80.48,30.85,889,0,441.0,824.3,36.3,713.2,174.0,9,3,235,70997638,52027047
1588726245,14D-1179,bbid-2056x,91.91,,,,,,,,,,,,,,,,
1588726145,14D-1179,,,CCE-id-1234,16.45,54.93,-19.72,259,10,417.3,184.3,79.1,3227.0,213.7,0,5,224,65031096,50065027
1588726845,14D-1179,bbid-2056x,21.79,,,,,,,,,,,,,,,,
1588726745,14D-1179,,,CCE-id-1234,79.28,-30.7,46.82,21,7,465.5,303.5,14.4,757.8,262.3,9,9,125,58578635,50492428
1588727445,14D-1179,bbid-2056x,55.8,,,,,,,,,,,,,,,,
1588727345,14D-1179,,,CCE-id-1234,-88.98,-57.33,-77.51,998,5,422.1,281.6,96.8,9302.6,293.5,0,8,190,99276308,70960715
1588728045,14D-1179,bbid-2056x,-88.18,,,,,,,,,,,,,,,,
1588727945,14D-1179,,,CCE-id-1234,-64.48,37.98,-67.9,692,1,524.7,93.1,84.8,744.3,140.9,9,6,138,65070034,32498490
1588728645,14D-1179,bbid-2056x,49.34,,,,,,,,,,,,,,,,
1588728545,14D-1179,,,CCE-id-1234,-11.7,88.59,96.53,105,8,147.4,390.3,84.7,2011.4,266.6,1,5,93,95988529,60130018
1588729245,14D-1179,bbid-2056x,26.23,,,,,,,,,,,,,,,,
1588729145,14D-1179,,,CCE-id-1234,-5.23,-59.77,73.68,844,7,63.9,545.3,58.3,4790.5,223.0,7,2,182,87942451,32671852
1588729845,14D-1179,bbid-2056x,43.55,,,,,,,,,,,,,,,,
1588729745,14D-1179,,,CCE-id-1234,7.94,57.36,-3.4,594,7,203.8,202.7,90.5,2063.0,289.7,7,6,252,24780316,41965888
1588730445,14D-1179,bbid-2056x,-29.3,,,,,,,,,,,,,,,,
1588730345,14D-1179,,,CCE-id-1234,-56.63,-61.26,78.43,531,9,99.3,700.1,22.6,7334.4,258.1,8,7,254,22220504,47881311
1588731045,14D-1179,bbid-2056x,-84.14,,,,,,,,,,,,,,,,
1588730945,14D-1179,,,CCE-id-1234,39.26,12.46,-72.88,523,6,363.4,445.1,96.5,4135.3,206.4,2,4,71,52050061,77826980
1588731645,14D-1179,bbid-2056x,-41.1,,,,,,,,,,,,,,,,
1588731545,14D-1179,,,CCE-id-1234,32.3,89.8,-8.1,898,5,471.4,556.4,2.5,1297.3,8.9,8,10,113,37301324,14479434
1588732245,14D-1179,bbid-2056x,58.6,,,,,,,,,,,,,,,,
1588732145,14D-1179,,,CCE-id-1234,-38.81,-21.59,-10.7,322,8,241.8,917.0,44.2,3203.5,130.2,3,3,206,37098239,41799839
1588732845,14D-1179,bbid-2056x,-69.67,,,,,,,,,,,,,,,,
1588732745,14D-1179,,,CCE-id-1234,88.0,20.38,-74.8,510,4,38.0,481.8,21.6,1794.6,145.6,1,7,123,60215990,97422795
1588733445,14D-1179,bbid-2056x,45.29,,,,,,,,,,,,,,,,
1588733345,14D-1179,,,CCE-id-1234,-42.16,63.99,82.21,78,10,544.4,763.6,30.3,1439.8,249.5,2,1,18,37478514,76882857
1588734045,14D-1179,bbid-2056x,-28.54,,,,,,,,,,,,,,,,
1588733945,14D-1179,,,CCE-id-1234,67.28,21.9,11.78,377,3,564.5,876.7,98.5,3832.2,297.6,4,1,165,99932023,54645014
1588734645,14D-1179,bbid-2056x,-12.33,,,,,,,,,,,,,,,,
1588734545,14D-1179,,,CCE-id-1234,25.49,-86.6,-61.66,182,4,464.7,243.8,4.6,3037.9,40.8,5,7,224,66165422,92824146
1588735245,14D-1179,bbid-2056x,-37.44,,,,,,,,,,,,,,,,
1588735145,14D-1179,,,CCE-id-1234,-4.72,-95.49,93.38,861,8,519.8,5.8,16.7,5321.8,4.1,10,8,55,72355622,85166794
1588735845,14D-1179,bbid-2056x,75.83,,,,,,,,,,,,,,,,
1588735745,14D-1179,,,CCE-id-1234,-50.56,-13.1,54.33,775,8,376.6,747.9,38.3,9701.3,263.1,10,2,6,67076884,41904963
1588736445,14D-1179,bbid-2056x,-25.14,,,,,,,,,,,,,,,,
1588736345,14D-1179,,,CCE-id-1234,88.5,-28.53,-40.91,398,5,418.3,743.1,21.5,2291.2,92.4,3,4,101,76632372,25269026
1588737045,14D-1179,bbid-2056x,-95.68,,,,,,,,,,,,,,,,
1588736945,14D-1179,,,CCE-id-1234,47.32,58.64,-75.88,459,7,275.3,850.4,22.1,7404.8,294.1,1,10,56,45216586,38502579
1588737645,14D-1179,bbid-2056x,38.69,,,,,,,,,,,,,,,,
1588737545,14D-1179,,,CCE-id-1234,-81.97,86.96,-91.58,383,6,87.6,196.6,3.1,8464.7,221.0,2,7,64,61351645,83813238
1588738245,14D-1179,bbid-2056x,65.78,,,,,,,,,,,,,,,,
1588738145,14D-1179,,,CCE-id-1234,12.9,-69.53,-94.96,982,0,566.0,105.6,88.6,442.5,223.1,10,6,9,51361747,21613427
1588738845,14D-1179,bbid-2056x,69.8,,,,,,,,,,,,,,,,
1588738745,14D-1179,,,CCE-id-1234,-48.9,27.79,-27.23,77,1,353.7,351.7,91.8,18.1,258.3,5,4,100,71028945,93147999
1588739445,14D-1179,bbid-2056x,-41.63,,,,,,,,,,,,,,,,
1588739345,14D-1179,,,CCE-id-1234,26.82,6.53,-82.53,199,2,191.8,115.5,59.7,5186.7,256.1,8,9,131,21993436,18428309
1588740045,14D-1179,bbid-2056x,65.5,,,,,,,,,,,,,,,,
1588739945,14D-1179,,,CCE-id-1234,62.41,23.77,-26.85,981,3,391.3,476.9,5.4,3423.1,175.5,3,0,165,76590918,10749305
1588740645,14D-1179,bbid-2056x,61.79,,,,,,,,,,,,,,,,
1588740545,14D-1179,,,CCE-id-1234,-98.65,-21.51,-88.65,748,1,449.5,901.1,94.7,1667.0,133.4,6,5,40,16101190,68442337
1588741245,14D-1179,bbid-2056x,21.29,,,,,,,,,,,,,,,,
1588741145,14D-1179,,,CCE-id-1234,56.81,-52.65,66.9,793,6,406.1,89.6,95.4,7784.1,84.4,8,6,4,87370254,46469051
1588741845,14D-1179,bbid-2056x,-64.27,,,,,,,,,,,,,,,,
1588741745,14D-1179,,,CCE-id-1234,-14.83,37.94,-44.81,102,2,316.7,470.0,47.5,8519.9,72.6,6,10,30,73898664,88328157
1588742445,14D-1179,bbid-2056x,71.58,,,,,,,,,,,,,,,,
1588742345,14D-1179,,,CCE-id-1234,-51.14,27.77,-18.37,553,8,182.5,60.4,26.6,8381.3,28.6,5,10,11,18922915,30832302
1588743045,14D-1179,bbid-2056x,-33.33,,,,,,,,,,,,,,,,
1588742945,14D-1179,,,CCE-id-1234,53.82,-14.78,3.38,495,9,449.3,125.8,74.6,1765.5,79.8,4,5,60,52024964,59668969
1588743645,14D-1179,bbid-2056x,-91.13,,,,,,,,,,,,,,,,
1588743545,14D-1179,,,CCE-id-1234,-70.76,-23.79,99.67,609,9,136.9,26.2,35.8,3797.6,107.2,0,7,224,27935253,53385507
1588744245,14D-1179,bbid-2056x,-95.57,,,,,,,,,,,,,,,,
1588744145,14D-1179,,,CCE-id-1234,3.36,-0.52,24.26,36,9,308.2,903.4,44.3,3445.1,258.5,5,5,163,29672005,60492088
1588744845,14D-1179,bbid-2056x,-59.0,,,,,,,,,,,,,,,,
1588744745,14D-1179,,,CCE-id-1234,90.85,27.4,-39.66,396,8,102.3,614.6,54.7,9749.7,187.9,4,1,140,24282033,31026924
1588745445,14D-1179,bbid-2056x,57.41,,,,,,,,,,,,,,,,
1588745345,14D-1179,,,CCE-id-1234,78.96,57.84,-78.79,569,5,513.3,991.2,35.2,6769.4,9.5,1,2,226,65953879,57410312
1588746045,14D-1179,bbid-2056x,-29.3,,,,,,,,,,,,,,,,
1588745945,14D-1179,,,CCE-id-1234,-0.4,-27.68,-85.97,738,1,555.8,11.4,60.8,1256.9,48.4,4,9,106,75357464,28758005
1588746645,14D-1179,bbid-2056x,98.62,,,,,,,,,,,,,,,,
1588746545,14D-1179,,,CCE-id-1234,79.34,66.59,-65.12,624,9,194.7,419.1,33.9,9493.3,207.0,1,8,112,79605879,50015702
1588747245,14D-1179,bbid-2056x,-14.26,,,,,,,,,,,,,,,,
1588747145,14D-1179,,,CCE-id-1234,93.2,-55.4,68.93,435,3,293.2,734.8,81.4,2182.5,17.8,9,10,92,74646432,89854507
1588747845,14D-1179,bbid-2056x,-33.14,,,,,,,,,,,,,,,,
1588747745,14D-1179,,,CCE-id-1234,-62.8,-17.14,35.44,822,0,118.1,701.1,23.0,8900.0,218.7,0,10,179,83261988,55784952
1588748445,14D-1179,bbid-2056x,-56.42,,,,,,,,,,,,,,,,
1588748345,14D-1179,,,CCE-id-1234,-75.38,77.4,54.37,656,10,265.1,554.6,42.3,9998.1,257.5,9,4,22,41321212,95010729
1588749045,14D-1179,bbid-2056x,-40.0,,,,,,,,,,,,,,,,
1588748945,14D-1179,,,CCE-id-1234,58.5,-66.19,46.97,250,7,509.2,406.7,91.0,5841.4,263.5,1,7,154,97391807,51959678
1588749645,14D-1179,bbid-2056x,-5.18,,,,,,,,,,,,,,,,
1588749545,14D-1179,,,CCE-id-1234,16.67,-61.41,90.5,590,7,110.4,121.7,78.9,2198.7,137.4,10,10,17,78590196,54452552
1588750245,14D-1179,bbid-2056x,98.22,,,,,,,,,,,,,,,,
1588750145,14D-1179,,,CCE-id-1234,52.43,69.88,52.1,619,3,375.9,471.1,91.8,4607.5,285.6,7,6,229,75418169,78981912
1588750845,14D-1179,bbid-2056x,-84.78,,,,,,,,,,,,,,,,
1588750745,14D-1179,,,CCE-id-1234,-55.94,-40.53,90.2,262,9,113.3,824.0,87.3,1939.5,129.3,6,9,112,87735134,87190392
1588751445,14D-1179,bbid-2056x,-46.17,,,,,,,,,,,,,,,,
1588751345,14D-1179,,,CCE-id-1234,-4.1,-50.96,23.33,38,5,386.4,449.5,6.9,1394.2,195.9,3,10,3,53302891,87427640
1588752045,14D-1179,bbid-2056x,86.54,,,,,,,,,,,,,,,,
1588751945,14D-1179,,,CCE-id-1234,-30.46,56.43,-30.4,980,4,313.4,723.3,17.2,36.0,298.1,10,4,154,31455860,95842422
1588752645,14D-1179,bbid-2056x,36.31,,,,,,,,,,,,,,,,
1588752545,14D-1179,,,CCE-id-1234,0.23,-51.16,-57.32,359,8,96.0,166.9,55.7,1629.8,171.8,10,6,208,84167445,18298617
1588753245,14D-1179,bbid-2056x,-61.87,,,,,,,,,,,,,,,,
1588753145,14D-1179,,,CCE-id-1234,52.74,-35.65,-52.91,787,2,473.2,642.0,36.6,3153.5,251.8,5,8,205,56067121,76014325
1588753845,14D-1179,bbid-2056x,-19.44,,,,,,,,,,,,,,,,
1588753745,14D-1179,,,CCE-id-1234,-41.8,62.66,21.34,280,6,405.9,570.2,26.9,7529.7,242.4,9,7,238,45312026,82953114
1588754445,14D-1179,bbid-2056x,10.6,,,,,,,,,,,,,,,,
1588754345,14D-1179,,,CCE-id-1234,4.92,91.41,9.59,520,3,506.7,942.4,94.7,7211.1,139.9,10,1,3,65003046,73726741
1588755045,14D-1179,bbid-2056x,-8.59,,,,,,,,,,,,,,,,
1588754945,14D-1179,,,CCE-id-1234,6.33,49.38,0.8,413,9,72.8,63.1,66.7,4047.4,203.9,10,0,54,69970387,18009410
1588755645,14D-1179,bbid-2056x,-44.94,,,,,,,,,,,,,,,,
1588755545,14D-1179,,,CCE-id-1234,5.5,-51.61,-17.4,248,10,327.5,51.3,2.7,5768.8,56.4,0,8,122,21409391,27579980
1588756245,14D-1179,bbid-2056x,-34.71,,,,,,,,,,,,,,,,
1588756145,14D-1179,,,CCE-id-1234,-67.93,68.2,-52.47,189,8,65.0,26.7,49.7,8748.2,245.9,6,0,169,64960280,35488070
1588756845,14D-1179,bbid-2056x,-47.35,,,,,,,,,,,,,,,,
1588756745,14D-1179,,,CCE-id-1234,59.79,-29.3,40.53,449,4,12.5,426.4,55.5,4575.3,106.1,7,10,20,41819236,87988137
1588757445,14D-1179,bbid-2056x,23.59,,,,,,,,,,,,,,,,
1588757345,14D-1179,,,CCE-id-1234,-59.83,-9.7,61.99,512,4,543.7,236.6,30.2,7615.0,283.6,8,9,88,95370543,49296172
1588758045,14D-1179,bbid-2056x,62.15,,,,,,,,,,,,,,,,
1588757945,14D-1179,,,CCE-id-1234,92.9,25.24,-69.24,995,6,518.6,604.1,62.7,9925.5,49.1,8,10,239,51383823,96072655
1588758645,14D-1179,bbid-2056x,77.36,,,,,,,,,,,,,,,,
1588758545,14D-1179,,,CCE-id-1234,-16.53,-46.77,-49.88,427,0,588.6,921.6,85.1,9046.8,23.6,6,6,237,65779353,24737902
1588759245,14D-1179,bbid-2056x,-43.97,,,,,,,,,,,,,,,,
1588759145,14D-1179,,,CCE-id-1234,8.0,66.87,-55.35,447,8,102.8,233.5,88.7,6349.1,121.7,9,7,251,14569474,84856192
1588759845,14D-1179,bbid-2056x,33.19,,,,,,,,,,,,,,,,
1588759745,14D-1179,,,CCE-id-1234,-48.7,-42.49,5.59,784,1,551.6,671.7,30.8,7905.4,99.6,3,2,232,72179334,73622686
1588760445,14D-1179,bbid-2056x,48.41,,,,,,,,,,,,,,,,
1588760345,14D-1179,,,CCE-id-1234,15.3,73.41,83.2,671,3,134.3,551.7,26.0,9008.4,218.2,9,10,97,22979919,93249601
1588761045,14D-1179,bbid-2056x,-85.84,,,,,,,,,,,,,,,,
1588760945,14D-1179,,,CCE-id-1234,-71.47,-73.54,-64.58,128,5,489.3,349.9,24.3,8758.8,149.2,2,5,251,73370739,63485485
1588761645,14D-1179,bbid-2056x,-66.31,,,,,,,,,,,,,,,,
1588761545,14D-1179,,,CCE-id-1234,71.62,49.73,-80.22,158,2,315.7,524.9,34.2,7203.2,3.4,0,5,105,52949642,91955973
1588762245,14D-1179,bbid-2056x,40.79,,,,,,,,,,,,,,,,
1588762145,14D-1179,,,CCE-id-1234,33.65,-66.43,-18.37,620,3,145.1,78.9,56.7,6438.5,270.2,0,0,143,50548088,79618828
1588762845,14D-1179,bbid-2056x,-79.54,,,,,,,,,,,,,,,,
1588762745,14D-1179,,,CCE-id-1234,-28.7,-82.91,82.12,811,6,568.0,314.0,65.4,6902.2,115.4,4,1,121,81788635,46583560
1588763445,14D-1179,bbid-2056x,98.65,,,,,,,,,,,,,,,,
1588763345,14D-1179,,,CCE-id-1234,51.67,55.84,63.31,595,0,389.2,678.8,84.2,7545.7,161.4,8,9,65,81626522,36766275
1588764045,14D-1179,bbid-2056x,-56.81,,,,,,,,,,,,,,,,
1588763945,14D-1179,,,CCE-id-1234,28.37,90.67,88.16,391,10,563.6,310.3,37.6,3415.4,108.9,6,5,0,92050699,32371305
1588764645,14D-1179,bbid-2056x,-85.33,,,,,,,,,,,,,,,,
1588764545,14D-1179,,,CCE-id-1234,-51.41,43.15,-24.44,955,7,444.6,314.3,76.9,1499.0,66.6,1,3,171,88289863,80441393
1588765245,14D-1179,bbid-2056x,-67.9,,,,,,,,,,,,,,,,
1588765145,14D-1179,,,CCE-id-1234,-15.16,38.42,37.7,562,4,564.8,301.9,52.7,6284.9,269.7,6,9,128,28175887,38915316
1588765845,14D-1179,bbid-2056x,28.35,,,,,,,,,,,,,,,,
1588765745,14D-1179,,,CCE-id-1234,-28.65,-68.52,50.28,544,1,12.1,521.2,7.2,6916.5,155.1,7,3,60,24389104,29107049
1588766445,14D-1179,bbid-2056x,-11.24,,,,,,,,,,,,,,,,
1588766345,14D-1179,,,CCE-id-1234,-27.44,-32.7,63.85,837,7,131.6,678.8,15.8,4675.1,118.0,9,1,172,85054375,29314878
1588767045,14D-1179,bbid-2056x,87.6,,,,,,,,,,,,,,,,
1588766945,14D-1179,,,CCE-id-1234,84.24,75.95,-52.29,376,4,390.8,546.8,1.3,3265.0,104.7,1,7,175,63910760,77584826
1588767645,14D-1179,bbid-2056x,95.84,,,,,,,,,,,,,,,,
1588767545,14D-1179,,,CCE-id-1234,23.82,44.36,95.64,301,4,113.1,255.7,34.0,8670.0,136.8,4,10,30,49136903,18269405
1588768245,14D-1179,bbid-2056x,-77.7,,,,,,,,,,,,,,,,
1588768145,14D-1179,,,CCE-id-1234,84.3,-9.59,-31.5,142,9,210.1,687.5,20.4,2679.6,264.1,2,7,77,40598573,28197699
1588768845,14D-1179,bbid-2056x,-99.59,,,,,,,,,,,,,,,,
1588768745,14D-1179,,,CCE-id-1234,-45.32,-85.39,-88.34,672,8,490.7,814.9,20.2,702.8,213.2,8,1,232,97141014,54736636
1588769445,14D-1179,bbid-2056x,-75.16,,,,,,,,,,,,,,,,
1588769345,14D-1179,,,CCE-id-1234,-8.66,-65.53,38.18,406,0,210.5,699.1,85.0,5628.2,16.5,7,7,0,35967209,11446583
1588770045,14D-1179,bbid-2056x,7.19,,,,,,,,,,,,,,,,
1588769945,14D-1179,,,CCE-id-1234,55.14,-17.31,98.64,552,1,333.2,237.1,89.1,1471.0,44.3,8,6,29,44420135,91329249
1588770645,14D-1179,bbid-2056x,92.16,,,,,,,,,,,,,,,,
1588770545,14D-1179,,,CCE-id-1234,78.2,-19.62,95.23,580,1,412.7,900.2,9.0,7270.7,279.7,8,6,172,35340499,21394380
1588771245,14D-1179,bbid-2056x,28.46,,,,,,,,,,,,,,,,
1588771145,14D-1179,,,CCE-id-1234,-81.49,42.25,-29.54,966,5,433.4,863.0,81.7,1317.5,254.3,6,0,246,23419321,91793560
1588771845,14D-1179,bbid-2056x,-69.6,,,,,,,,,,,,,,,,
1588771745,14D-1179,,,CCE-id-1234,-16.29,-32.19,32.1,545,10,125.5,260.6,31.6,736.9,224.0,9,7,74,54186892,19397302
1588772445,14D-1179,bbid-2056x,94.66,,,,,,,,,,,,,,,,
1588772345,14D-1179,,,CCE-id-1234,-85.15,15.1,7.84,704,4,435.1,204.2,84.8,4389.1,143.5,6,10,108,68209481,87974971
1588773045,14D-1179,bbid-2056x,44.67,,,,,,,,,,,,,,,,
1588772945,14D-1179,,,CCE-id-1234,-34.61,-76.46,-1.85,421,2,43.4,856.6,2.3,6083.1,290.7,0,4,104,43238207,26306710
1588773645,14D-1179,bbid-2056x,81.9,,,,,,,,,,,,,,,,
1588773545,14D-1179,,,CCE-id-1234,36.31,23.18,4.54,881,7,52.4,144.0,68.4,2324.5,115.3,4,7,216,78639526,81724943
1588774245,14D-1179,bbid-2056x,52.35,,,,,,,,,,,,,,,,
1588774145,14D-1179,,,CCE-id-1234,-30.53,48.39,-22.2,688,0,563.2,388.5,58.6,4138.5,87.1,10,0,151,35274490,23344779
1588774845,14D-1179,bbid-2056x,-22.63,,,,,,,,,,,,,,,,
1588774745,14D-1179,,,CCE-id-1234,-94.77,79.27,-19.46,681,4,426.1,547.8,59.4,9543.5,94.7,7,6,212,83935023,49780713
1588775445,14D-1179,bbid-2056x,-5.63,,,,,,,,,,,,,,,,
1588775345,14D-1179,,,CCE-id-1234,-17.71,-12.13,-24.92,594,4,596.3,969.8,43.5,162.1,84.6,1,7,126,43832215,39827987
1588776045,14D-1179,bbid-2056x,-56.57,,,,,,,,,,,,,,,,
